App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5983306,HDR,10/18/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995791,HDR,05/10/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5981014,HDR,09/19/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5994644,HDR,04/24/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5970816,HDR,04/17/2021,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5964119,HDR,07/16/2020,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5991767,HDR,03/10/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996549,HDR,05/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5981446,HDR,09/23/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,05/23/2022 11:00:12 AM
5992710,HDR,03/24/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5966121,HDR,11/04/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5970460,HDR,04/09/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5960425,HDR,02/11/2020,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5962369,HDR,03/09/2020,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5970124,HDR,04/01/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996094,HDR,05/13/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5991531,HDR,03/07/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5996390,HDR,05/17/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5978928,HDR,08/24/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995388,HDR,05/05/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5973934,HDR,06/14/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994130,HDR,04/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5986038,HDR,11/27/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5992319,HDR,03/19/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5965570,HDR,10/18/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5983930,HDR,10/26/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994899,HDR,04/27/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5985508,HDR,11/18/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5995279,HDR,05/03/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5962290,HDR,03/06/2020,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5971726,HDR,05/05/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5993968,HDR,04/13/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993765,HDR,04/11/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5960314,HDR,02/09/2020,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5986229,HDR,12/01/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5964188,HDR,07/21/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5977419,HDR,08/02/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5990390,HDR,02/16/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5966772,HDR,11/27/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995391,HDR,05/05/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5967192,HDR,12/16/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996174,HDR,05/15/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994254,HDR,04/18/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5977939,HDR,08/10/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5994590,HDR,04/22/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5966808,HDR,11/30/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5992135,HDR,03/16/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5990891,HDR,02/24/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5967794,HDR,01/13/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5994996,HDR,04/28/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5968731,HDR,02/24/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996148,HDR,05/14/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5994431,HDR,04/20/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995094,HDR,04/30/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5985279,HDR,11/15/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996465,HDR,05/18/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5992625,HDR,03/23/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5989829,HDR,02/04/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5988943,HDR,01/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5985428,HDR,11/17/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5994998,HDR,04/28/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5990991,HDR,02/26/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5982198,HDR,10/04/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5976274,HDR,07/17/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5975409,HDR,07/06/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995947,HDR,05/12/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5989831,HDR,02/04/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5980896,HDR,09/17/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994191,HDR,04/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5962312,HDR,03/08/2020,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993157,HDR,04/01/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5963674,HDR,06/02/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5985357,HDR,11/16/2021,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996370,HDR,05/17/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996318,HDR,05/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994230,HDR,04/18/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5986465,HDR,12/05/2021,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5991103,HDR,03/01/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5973673,HDR,06/09/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5996666,HDR,05/20/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5964701,HDR,08/20/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5988758,HDR,01/14/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5974630,HDR,06/24/2021,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5964692,HDR,08/19/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5995472,HDR,05/05/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5985580,HDR,11/19/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996674,HDR,05/20/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5980505,HDR,09/13/2021,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5965225,HDR,09/23/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5969131,HDR,03/08/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5992103,HDR,03/16/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993856,HDR,04/12/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5967931,HDR,01/19/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5994436,HDR,04/20/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5965246,HDR,09/24/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5985525,HDR,11/18/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994655,HDR,04/24/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5963596,HDR,05/22/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",05/23/2022 11:00:12 AM
5976989,HDR,07/28/2021,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5983475,HDR,10/20/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5974192,HDR,06/17/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5971247,HDR,04/26/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5966874,HDR,12/02/2020,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5965644,HDR,10/20/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5985262,HDR,11/15/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5983189,HDR,10/16/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996333,HDR,05/17/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5988603,HDR,01/11/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994791,HDR,04/26/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5984311,HDR,11/01/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5994040,HDR,04/14/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5993558,HDR,04/07/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5979810,HDR,09/03/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5976936,HDR,07/27/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5993582,HDR,04/07/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5982859,HDR,10/12/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996589,HDR,05/20/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5990618,HDR,02/20/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5969275,HDR,03/13/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5964867,HDR,08/28/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5996160,PDR,05/15/2022,Incomplete,Not Applicable,Not Applicable,Not Applicable,Needed,Not Applicable,Not Applicable,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5968845,HDR,02/27/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5991096,HDR,02/28/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5996740,HDR,05/23/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5985624,HDR,11/20/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",05/23/2022 11:00:12 AM
5994017,HDR,04/14/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996288,HDR,05/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5960565,HDR,02/13/2020,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",05/23/2022 11:00:12 AM
5992544,HDR,03/22/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995264,HDR,05/03/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5969055,HDR,03/05/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5991983,HDR,03/14/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5964739,HDR,08/21/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5969537,HDR,03/19/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5988627,HDR,01/12/2022,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5986249,HDR,12/01/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
